Species,Parity
Hemiergis_millewae,2
Hemiergis_initialis,2
Hemiergis_quadrilineatum,2
Hemiergis_peronii,2
Notoscincus_ornatus,1
Ctenotus_labillardieri,1
Ctenotus_rubicundus,1
Ctenotus_brooksi,1
Ctenotus_nasutus,1
Ctenotus_pantherinus,1
Ctenotus_youngsoni,1
Ctenotus_strauchii,1
Ctenotus_calurus,1
Ctenotus_schomburgkii,1
Ctenotus_rawlinsoni,1
Ctenotus_saxatilis,1
Ctenotus_fallens,1
Ctenotus_inornatus,1
Ctenotus_robustus,1
Ctenotus_spaldingi,1
Ctenotus_taeniolatus,1
Ctenotus_uber,1
Ctenotus_rutilans,1
Ctenotus_leae,1
Ctenotus_australis,1
Ctenotus_quattuordecimlineatus,1
Ctenotus_leonhardii,1
Ctenotus_serventyi,1
Ctenotus_tanamiensis,1
Ctenotus_greeri,1
Ctenotus_mimetes,1
Ctenotus_astarte,1
Ctenotus_regius,1
Ctenotus_septenarius,1
Ctenotus_olympicus,1
Ctenotus_atlas,1
Ctenotus_maryani,1
Ctenotus_grandis,1
Ctenotus_angusticeps,1
Ctenotus_piankai,1
Ctenotus_hanloni,1
Ctenotus_essingtonii,1
Ctenotus_hebetior,1
Ctenotus_hilli,1
Ctenotus_pulchellus,1
Ctenotus_gagudju,1
Lerista_ameles,1
Lerista_wilkinsi,1
Lerista_cinerea,1
Lerista_stylis,1
Lerista_carpentariae,1
Lerista_karlschmidti,1
Lerista_kalumburu,1
Lerista_apoda,1
Lerista_griffini,1
Lerista_ips,1
Lerista_labialis,1
Lerista_bipes,1
Lerista_greeri,1
Lerista_robusta,1
Lerista_simillima,1
Lerista_vermicularis,1
Lerista_borealis,1
Lerista_walkeri,1
Lerista_frosti,1
Lerista_chordae,1
Lerista_fragilis,1
Lerista_xanthura,1
Lerista_taeniata,1
Lerista_aericeps,1
Lerista_orientalis,1
Lerista_zonulata,1
Lerista_ingrami,1
Lerista_neander,1
Lerista_desertorum,1
Lerista_puncticauda,1
Lerista_macropisthopus,1
Lerista_axillaris,1
Lerista_gerrardii,1
Lerista_eupoda,1
Lerista_arenicola,1
Lerista_microtis,2
Lerista_edwardsae,1
Lerista_picturata,1
Lerista_baynesi,1
Lerista_zietzi,1
Lerista_flammicauda,1
Lerista_speciosa,1
Lerista_elongata,1
Lerista_terdigitata,1
Lerista_tridactyla,1
Lerista_dorsalis,1
Lerista_emmotti,1
Lerista_punctatovittata,1
Lerista_distinguenda,1
Lerista_elegans,1
Lerista_christinae,1
Lerista_planiventralis,1
Lerista_lineata,1
Lerista_stictopleura,1
Lerista_allochira,1
Lerista_muelleri,1
Lerista_haroldi,1
Lerista_viduata,1
Lerista_humphriesi,1
Lerista_praepedita,1
Lerista_petersoni,1
Lerista_yuna,1
Lerista_kendricki,1
Lerista_nichollsi,1
Lerista_gascoynensis,1
Lerista_uniduo,1
Lerista_kennedyensis,1
Lerista_onsloviana,1
Lerista_lineopunctulata,1
Lerista_connivens,1
Lerista_varia,1
Tribolonotus_gracilis,1
Tribolonotus_novaeguineae,1
Tribolonotus_blanchardi,1
Tribolonotus_schmidti,2
Tribolonotus_brongersmai,1
Tribolonotus_pseudoponceleti,1
Tribolonotus_ponceleti,1
Corucia_zebrata,2
Egernia_saxatilis,2
Bellatorias_major,2
Egernia_depressa,2
Bellatorias_frerei,2
Egernia_kingii,2
Egernia_napoleonis,2
Egernia_richardi,2
Egernia_luctuosa,2
Egernia_hosmeri,2
Egernia_stokesii,2
Cyclodomorphus_casuarinae,2
Cyclodomorphus_michaeli,2
Cyclodomorphus_branchialis,2
Tiliqua_rugosa,2
Tiliqua_adelaidensis,2
Tiliqua_occipitalis,2
Tiliqua_nigrolutea,2
Tiliqua_scincoides,2
Tiliqua_gigas,2
Egernia_margaretae,2
Egernia_modesta,2
Egernia_whitii,2
Egernia_montana,2
Egernia_guthega,2
Egernia_inornata,2
Egernia_striata,2
Egernia_multiscutata,2
Egernia_pulchra,2
Egernia_kintorei,2
Lankascincus_fallax,1
Eutropis_macularia,1
Eutropis_rudis,1
Eutropis_multifasciata,2
Dasia_olivacea,1
Dasia_grisea,1
Trachylepis_vittata,2
Trachylepis_aurata,2
Eumecia_anchietae,2
Chioninia_delalandii,2
Chioninia_vaillantii,2
Macroscincus_coctei,2
Chioninia_spinalis,2
Chioninia_stangeri,2
Chioninia_fogoensis,2
Mabuya_croizati,2
Mabuya_carvalhoi,2
Mabuya_nigropalmata,2
Mabuya_sloanii,2
Mabuya_nigropunctata,2
Mabuya_altamazonica,2
Mabuya_dorsivittata,2
Mabuya_cochabambae,2
Mabuya_meridensis,2
Mabuya_mabouya,2
Mabuya_falconensis,2
Mabuya_unimarginata,2
Mabuya_bistriata,2
Mabuya_frenata,2
Mabuya_macrorhyncha,2
Mabuya_agmosticha,2
Mabuya_guaporicola,2
Mabuya_agilis,2
Mabuya_heathi,2
Mabuya_caissara,2
Trachylepis_brevicollis,2
Trachylepis_maculilabris,1
Trachylepis_seychellensis,1
Trachylepis_perrotetii,1
Trachylepis_quinquetaeniata,1
Trachylepis_gravenhorstii,1
Trachylepis_madagascariensis,1
Trachylepis_aureopunctata,1
Trachylepis_varia,2
Trachylepis_occidentalis,1
Trachylepis_striata,2
Trachylepis_spilogaster,2
Trachylepis_variegata,2
Ablepharus_budaki,1
Ablepharus_kitaibelii,1
Ablepharus_chernovi,1
Emoia_tongana,1
Emoia_concolor,1
Lamprolepis_smaragdina,1
Lepidothyris_fernandi,1
Lygosoma_punctata,1
Lygosoma_bowringii,1
Mochlus_sundevalli,1
Lygosoma_afrum,1
Eugongylus_rufescens,1
Emoia_loyaltiensis,1
Panaspis_togoensis,1
Panaspis_breviceps,1
Afroablepharus_wahlbergi,1
Pseudemoia_pagenstecheri,2
Pseudemoia_entrecasteauxii,2
Bassiana_duperreyi,1
Cyclodina_lichenigera,1
Oligosoma_suteri,1
Oligosoma_pikitanga,2
Oligosoma_acrinasum,2
Oligosoma_taumakae,2
Oligosoma_infrapunctatum,2
Oligosoma_otagense,2
Oligosoma_waimatense,2
Oligosoma_lineoocellatum,2
Oligosoma_chloronoton,2
Oligosoma_nigriplantare,2
Oligosoma_longipes,2
Oligosoma_stenotis,2
Oligosoma_grande,2
Oligosoma_maccanni,2
Oligosoma_notosaurus,2
Oligosoma_inconspicuum,2
Oligosoma_zelandicum,2
Oligosoma_striatum,2
Oligosoma_homalonotum,2
Oligosoma_microlepis,2
Oligosoma_smithi,2
Cyclodina_aenea,2
Cyclodina_hardyi,2
Cyclodina_levidensa,2
Oligosoma_fallai,2
Oligosoma_moco,2
Cyclodina_alani,2
Cyclodina_macgregori,2
Cyclodina_ornata,2
Cyclodina_townsi,2
Cyclodina_whitakeri,2
Cyclodina_oliveri,2
Marmorosphax_tricolor,2
Cryptoblepharus_nigropunctatus,1
Cryptoblepharus_novocaledonicus,1
Cryptoblepharus_boutonii,1
Menetia_alanae,1
Menetia_greyii,1
Emoia_schmidti,1
Emoia_caeruleocauda,1
Emoia_cyanogaster,1
Emoia_atrocostata,1
Emoia_physicae,1
Emoia_jakati,1
Emoia_impar,1
Emoia_cyanura,1
Emoia_isolata,1
Emoia_pseudocyanura,1
Bassiana_trilineata,1
Morethia_ruficauda,1
Morethia_adelaidensis,1
Morethia_butleri,1
Bartleia_jigurru,1
Saproscincus_mustelinus,1
Saproscincus_oriarius,1
Saproscincus_challengeri,1
Saproscincus_spectabilis,1
Saproscincus_rosei,1
Saproscincus_lewisi,1
Saproscincus_basiliscus,1
Saproscincus_czechurai,1
Saproscincus_hannahae,1
Saproscincus_tetradactylus,1
Lampropholis_robertsi,1
Lampropholis_coggeri,1
Lampropholis_delicata,1
Lampropholis_guichenoti,1
Proablepharus_reginae,1
Niveoscincus_greeni,2
Niveoscincus_ocellatus,2
Niveoscincus_metallicus,2
Niveoscincus_pretiosus,2
Cautula_zia,1
Carlia_coensis,1
Carlia_mundivensis,1
Carlia_scirtetis,1
Menetia_timlowi,1
Carlia_johnstonei,1
Carlia_triacantha,1
Carlia_jarnoldae,1
Carlia_gracilis,1
Carlia_bicarinata,1
Lygisaurus_foliorum,1
Carlia_storri,1
Carlia_schmeltzii,1
Carlia_fusca,1
Carlia_mysi,1
Carlia_longipes,1
Carlia_pectoralis,1
Carlia_munda,1
Carlia_rufilatus,1
Carlia_rubrigularis,1
Carlia_rhomboidalis,1
Carlia_amax,1
Carlia_tetradactyla,1
Carlia_rostralis,1
Carlia_vivax,1
Carlia_dogare,1
Callopistes_maculatus,1
Callopistes_flavipunctatus,1
Tupinambis_rufescens,1
Tupinambis_duseni,1
Tupinambis_merianae,1
Tupinambis_quadrilineatus,1
Tupinambis_longilineus,1
Tupinambis_teguixin,1
Dracaena_guianensis,1
Crocodilurus_amazonicus,1
Teius_teyou,1
Ameiva_bifrontata,1
Ameiva_ameiva,1
Cnemidophorus_ocellifer,1
Kentropyx_calcarata,1
Kentropyx_paulensis,1
Kentropyx_viridistriga,1
Kentropyx_vanzoi,1
Kentropyx_striata,1
Kentropyx_pelviceps,1
Kentropyx_altamazonica,1
Ameiva_undulata,1
Ameiva_festiva,1
Ameiva_quadrilineata,1
Cnemidophorus_vanzoi,1
Cnemidophorus_gramivagus,1
Cnemidophorus_arenivagus,1
Cnemidophorus_lemniscatus,1
Aspidoscelis_sexlineatus,1
Aspidoscelis_inornatus,1
Aspidoscelis_burti,1
Aspidoscelis_communis,1
Aspidoscelis_costatus,1
Aspidoscelis_laredoensis,1
Aspidoscelis_gularis,1
Aspidoscelis_velox,1
Aspidoscelis_deppei,1
Aspidoscelis_lineattissimus,1
Aspidoscelis_guttatus,1
Aspidoscelis_ceralbensis,1
Aspidoscelis_hyperythrus,1
Aspidoscelis_tigris,1
Aspidoscelis_marmoratus,1
Ameiva_dorsalis,1
Ameiva_auberi,1
Ameiva_polops,1
Ameiva_wetmorei,1
Ameiva_exsul,1
Ameiva_chrysolaema,1
Ameiva_leberi,1
Ameiva_taeniura,1
Ameiva_maynardi,1
Ameiva_lineolata,1
Ameiva_corax,1
Ameiva_plei,1
Ameiva_pluvianotata,1
Ameiva_erythrocephala,1
Ameiva_griswoldi,1
Cnemidophorus_lacertoides,1
Cnemidophorus_longicaudus,1
Dicrodon_guttulatum,1
Ameiva_fuscata,1
Ptychoglossus_brevifrontalis,1
Alopoglossus_atriventris,1
Alopoglossus_angulatus,1
Alopoglossus_copii,1
Bachia_flavescens,1
Bachia_bresslaui,1
Bachia_dorbignyi,1
Bachia_scolecoides,1
Bachia_huallagana,1
Bachia_trisanale,1
Bachia_panoplia,1
Bachia_peruana,1
Bachia_bicolor,1
Bachia_barbouri,1
Bachia_heteropa,1
Bachia_intermedia,1
Rhachisaurus_brachylepis,1
Heterodactylus_imbricatus,1
Colobodactylus_taunayi,1
Colobodactylus_dalcyanus,1
Iphisa_elegans,1
Colobosaura_modesta,1
Colobosaura_mentalis,1
Stenolepis_ridleyi,1
Tretioscincus_oriximinensis,1
Tretioscincus_agilis,1
Micrablepharus_maximiliani,1
Micrablepharus_atticolus,1
Vanzosaura_rubricauda,1
Procellosaurinus_tetradactylus,1
Procellosaurinus_erythrocercus,1
Nothobachia_ablephara,1
Calyptommatus_sinebrachiatus,1
Calyptommatus_confusionibus,1
Calyptommatus_nicterus,1
Calyptommatus_leiolepis,1
Psilophthalmus_paeminosus,1
Gymnophthalmus_pleei,1
Gymnophthalmus_leucomystax,1
Gymnophthalmus_vanzoi,1
Gymnophthalmus_speciosus,1
Gymnophthalmus_cryptus,1
Gymnophthalmus_underwoodi,1
Ecpleopus_gaudichaudii,1
Leposoma_baturitensis,1
Leposoma_nanodactylus,1
Leposoma_puk,1
Leposoma_annectans,1
Leposoma_scincoides,1
Anotosaura_collaris,1
Colobosauroides_cearensis,1
Arthrosaura_kockii,1
Arthrosaura_reticulata,1
Leposoma_percarinatum,1
Leposoma_guianense,1
Leposoma_southi,1
Leposoma_parietale,1
Leposoma_osvaldoi,1
Riama_unicolor,1
Riama_simoterus,1
Riama_colomaromani,1
Placosoma_glabellum,1
Placosoma_cordylinum,1
Neusticurus_bicarinatus,1
Neusticurus_rudis,1
Pholidobolus_macbrydei,1
Pholidobolus_montium,1
Potamites_juruazensis,1
Potamites_ecpleopus,1
Cercosaura_quadrilineata,1
Cercosaura_argulus,1
Cercosaura_oshaughnessyi,1
Cercosaura_ocellata,1
Cercosaura_eigenmanni,1
Cercosaura_schreibersii,1
Proctoporus_subsolanus,1
Proctoporus_sucullucu,1
Proctoporus_pachyurus,1
Petracola_ventrimaculatus,1
Proctoporus_bolivianus,1
Proctoporus_unsaacae,1
Proctoporus_guentheri,1
Rhineura_floridana,1
Bipes_tridactylus,1
Bipes_canaliculatus,1
Bipes_biporus,1
Blanus_strauchi,1
Blanus_cinereus,1
Blanus_tingitanus,1
Blanus_mettetali,1
Cadea_blanoides,1
Trogonophis_wiegmanni,2
Diplometopon_zarudnyi,1
Chirindia_swynnertoni,1
Cynisca_leucura,1
Geocalamus_acutus,1
Monopeltis_capensis,2
Amphisbaena_fuliginosa,1
Bronia_brasiliana,1
Amphisbaena_mertensii,1
Amphisbaena_cunhai,1
Amphisbaena_hyporissor,1
Amphisbaena_leali,1
Amphisbaena_innocens,1
Amphisbaena_ignatiana,1
Bronia_kraoh,1
Bronia_saxosa,1
Amphisbaena_vermicularis,1
Cercolophia_roberti,1
Amphisbaena_alba,1
Amphisbaena_bolivica,1
Amphisbaena_camura,1
Amphisbaena_anaemariae,1
Amphisbaena_silvestrii,1
Amphisbaena_barbouri,1
Amphisbaena_carlgansi,1
Amphisbaena_cubana,1
Amphisbaena_schmidti,1
Amphisbaena_manni,1
Amphisbaena_xera,1
Amphisbaena_bakeri,1
Amphisbaena_caeca,1
Amphisbaena_fenestrata,1
Aulura_anomala,1
Leposternon_polystegum,1
Leposternon_infraorbitale,1
Leposternon_microcephalum,1
Cercolophia_cuiabana,1
Amphisbaena_hastata,1
Anops_kingii,1
Amphisbaena_leeseri,1
Amphisbaena_angustifrons,1
Amphisbaena_darwini,1
Amphisbaena_munoai,1
Psammodromus_hispanicus,1
Psammodromus_blanci,1
Psammodromus_algirus,1
Gallotia_stehlini,1
Gallotia_atlantica,1
Gallotia_galloti,1
Gallotia_caesaris,1
Gallotia_intermedia,1
Gallotia_gomerana,1
Gallotia_simonyi,1
Atlantolacerta_andreanskyi,1
Poromera_fordii,1
Nucras_lalandii,1
Latastia_longicaudata,1
Philochortus_spinalis,1
Pseuderemias_smithii,1
Heliobolus_spekii,1
Heliobolus_lugubris,1
Nucras_tessellata,1
Pedioplanis_lineoocellata,1
Pedioplanis_burchelli,1
Pedioplanis_laticeps,1
Pedioplanis_breviceps,1
Pedioplanis_namaquensis,1
Pedioplanis_husabensis,1
Pedioplanis_gaerdesi,1
Pedioplanis_inornata,1
Pedioplanis_rubens,1
Pedioplanis_undata,1
Tropidosaura_gularis,1
Australolacerta_australis,1
Ichnotropis_capensis,1
Meroles_reticulatus,1
Meroles_knoxii,1
Ichnotropis_squamulosa,1
Meroles_suborbitalis,1
Meroles_anchietae,1
Meroles_ctenodactylus,1
Meroles_cuneirostris,1
Meroles_micropholidotus,1
Holaspis_guentheri,1
Holaspis_laevis,1
Gastropholis_prasina,1
Gastropholis_vittata,1
Adolfus_africanus,1
Adolfus_jacksoni,1
Adolfus_alleni,1
Eremias_argus,1
Eremias_brenchleyi,1
Eremias_arguta,1
Eremias_grammica,1
Eremias_pleskei,1
Eremias_multiocellata,2
Eremias_przewalskii,2
Eremias_velox,1
Eremias_vermiculata,1
Eremias_montanus,1
Eremias_nigrolateralis,1
Eremias_persica,1
Adolfus_vauereselli,1
Omanosaura_jayakari,1
Omanosaura_cyanura,1
Mesalina_olivieri,1
Mesalina_simoni,1
Mesalina_guttulata,1
Mesalina_bahaeldini,1
Mesalina_rubropunctata,1
Mesalina_brevirostris,1
Mesalina_adramitana,1
Mesalina_balfouri,1
Ophisops_elegans,1
Ophisops_occidentalis,1
Acanthodactylus_tristrami,1
Acanthodactylus_orientalis,1
Acanthodactylus_erythrurus,1
Acanthodactylus_blanci,1
Acanthodactylus_busacki,1
Acanthodactylus_beershebensis,1
Acanthodactylus_maculatus,1
Acanthodactylus_pardalis,1
Acanthodactylus_aureus,1
Acanthodactylus_longipes,1
Acanthodactylus_scutellatus,1
Acanthodactylus_schmidti,1
Acanthodactylus_masirae,1
Acanthodactylus_cantoris,1
Acanthodactylus_gongrorhynchatus,1
Acanthodactylus_opheodurus,1
Acanthodactylus_schreiberi,1
Acanthodactylus_boskianus,1
Phoenicolacerta_kulzeri,1
Phoenicolacerta_cyanisparsa,1
Phoenicolacerta_laevis,1
Takydromus_sexlineatus,1
Takydromus_kuehnei,1
Takydromus_tachydromoides,1
Takydromus_smaragdinus,1
Takydromus_sauteri,1
Takydromus_intermedius,1
Takydromus_sylvaticus,1
Takydromus_dorsalis,1
Takydromus_amurensis,1
Takydromus_toyamai,1
Takydromus_stejnegeri,1
Takydromus_septentrionalis,1
Takydromus_hsuehshanensis,1
Takydromus_wolteri,1
Takydromus_formosanus,1
Timon_princeps,1
Timon_pater,1
Timon_tangitanus,1
Timon_lepidus,1
Lacerta_bilineata,1
Lacerta_viridis,1
Lacerta_schreiberi,1
Lacerta_strigata,1
Lacerta_agilis,1
Lacerta_media,1
Lacerta_pamphylica,1
Lacerta_trilineata,1
Scelarcis_perspicillata,1
Teira_dugesii,1
Podarcis_melisellensis,1
Podarcis_tauricus,1
Podarcis_gaigeae,1
Podarcis_milensis,1
Podarcis_siculus,1
Podarcis_muralis,1
Podarcis_tiliguerta,1
Podarcis_filfolensis,1
Podarcis_atrata,1
Podarcis_carbonelli,1
Podarcis_bocagei,1
Podarcis_hispanicus,1
Podarcis_vaucheri,1
Podarcis_lilfordi,1
Podarcis_pityusensis,1
Podarcis_raffonei,1
Podarcis_peloponnesiacus,1
Podarcis_erhardii,1
Hellenolacerta_graeca,1
Dalmatolacerta_oxycephala,1
Apathya_cappadocica,1
Archaeolacerta_bedriagae,1
Iberolacerta_galani,1
Iberolacerta_monticola,1
Iberolacerta_cyreni,1
Iberolacerta_horvathi,1
Iberolacerta_aurelioi,1
Iberolacerta_aranica,1
Iberolacerta_bonnali,1
Parvilacerta_parva,1
Parvilacerta_fraasii,1
Anatololacerta_anatolica,1
Anatololacerta_danfordi,1
Anatololacerta_oertzeni,1
Algyroides_nigropunctatus,1
Algyroides_moreoticus,1
Algyroides_fitzingeri,1
Algyroides_marchi,1
Dinarolacerta_montenegrina,1
Dinarolacerta_mosorensis,1
Iranolacerta_zagrosica,1
Iranolacerta_brandtii,1
Darevskia_parvula,1
Darevskia_rudis,1
Darevskia_valentini,1
Darevskia_portschinskii,1
Darevskia_praticola,1
Darevskia_chlorogaster,1
Darevskia_alpina,1
Darevskia_lindholmi,1
Darevskia_saxicola,1
Darevskia_brauneri,1
Darevskia_rostombekovi,1
Darevskia_bendimahiensis,1
Darevskia_sapphirina,1
Darevskia_uzzelli,1
Darevskia_raddei,1
Darevskia_clarkorum,1
Darevskia_armeniaca,1
Darevskia_mixta,1
Darevskia_daghestanica,1
Darevskia_derjugini,1
Darevskia_caucasica,1
Xenosaurus_grandis,2
Xenosaurus_platyceps,2
Heloderma_horridum,1
Heloderma_suspectum,1
Anniella_geronimensis,2
Anniella_pulchra,2
Diploglossus_bilobatus,1
Celestus_enneagrammus,2
Celestus_haetianus,2
Celestus_agasepsoides,2
Ophiodes_striatus,2
Diploglossus_pleii,2
Ophisaurus_ventralis,1
Ophisaurus_attenuatus,1
Ophisaurus_harti,1
Ophisaurus_gracilis,1
Ophisaurus_koellikeri,1
Anguis_fragilis,2
Pseudopus_apodus,1
Elgaria_coerulea,2
Elgaria_kingii,1
Elgaria_paucicarinata,1
Elgaria_multicarinata,1
Elgaria_panamintina,1
Gerrhonotus_parvus,1
Coloptychon_rhombifer,1
Gerrhonotus_infernalis,1
Gerrhonotus_liocephalus,1
Abronia_mixteca,2
Barisia_levicollis,2
Barisia_imbricata,2
Barisia_rudicollis,2
Barisia_herrerae,2
Mesaspis_moreletii,2
Mesaspis_gadovii,2
Abronia_chiszari,2
Abronia_graminea,2
Abronia_oaxacae,2
Abronia_frosti,2
Abronia_ornelasi,2
Abronia_fimbriata,2
Abronia_lythrochila,2
Abronia_matudai,2
Abronia_anzuetoi,2
Abronia_aurita,2
Abronia_campbelli,2
Shinisaurus_crocodilurus,2
Lanthanotus_borneensis,1
Varanus_griseus,1
Varanus_niloticus,1
Varanus_exanthematicus,1
Varanus_yemenensis,1
Varanus_albigularis,1
Varanus_olivaceus,1
Varanus_beccarii,1
Varanus_keithhornei,1
Varanus_boehmei,1
Varanus_prasinus,1
Varanus_macraei,1
Varanus_rainerguentheri,1
Varanus_indicus,1
Varanus_cerambonensis,1
Varanus_melinus,1
Varanus_caerulivirens,1
Varanus_jobiensis,1
Varanus_yuwonoi,1
Varanus_finschi,1
Varanus_doreanus,1
Varanus_dumerilii,1
Varanus_bengalensis,1
Varanus_flavescens,1
Varanus_marmoratus,1
Varanus_rudicollis,1
Varanus_salvator,1
Varanus_mertensi,1
Varanus_spenceri,1
Varanus_giganteus,1
Varanus_rosenbergi,1
Varanus_gouldii,1
Varanus_panoptes,1
Varanus_salvadorii,1
Varanus_komodoensis,1
Varanus_varius,1
Varanus_glebopalma,1
Varanus_pilbarensis,1
Varanus_glauerti,1
Varanus_tristis,1
Varanus_scalaris,1
Varanus_timorensis,1
Varanus_semiremex,1
Varanus_mitchelli,1
Varanus_eremius,1
Varanus_brevicauda,1
Varanus_caudolineatus,1
Varanus_bushi,1
Varanus_gilleni,1
Varanus_primordius,1
Varanus_kingorum,1
Varanus_storri,1
Varanus_baritji,1
Varanus_acanthurus,1
Brookesia_nasus,1
Brookesia_lolontany,1
Brookesia_exarmata,1
Brookesia_dentata,1
Brookesia_peyrierasi,1
Brookesia_karchei,1
Brookesia_tuberculata,1
Brookesia_minima,1
Brookesia_perarmata,1
Brookesia_decaryi,1
Brookesia_bonsi,1
Brookesia_brygooi,1
Brookesia_superciliaris,1
Brookesia_therezieni,1
Brookesia_ebenaui,1
Brookesia_lineata,1
Brookesia_betschi,1
Brookesia_thieli,1
Brookesia_vadoni,1
Brookesia_griveaudi,1
Brookesia_valerieae,1
Brookesia_stumpffi,1
Brookesia_antakarana,1
Brookesia_ambreensis,1
Furcifer_balteatus,1
Furcifer_bifidus,1
Furcifer_minor,1
Furcifer_petteri,1
Furcifer_willsii,1
Furcifer_campani,1
Furcifer_angeli,1
Furcifer_pardalis,1
Furcifer_polleni,1
Furcifer_cephalolepis,1
Furcifer_verrucosus,1
Furcifer_oustaleti,1
Furcifer_belalandaensis,1
Furcifer_lateralis,1
Furcifer_antimena,1
Furcifer_labordi,1
Kinyongia_tenue,1
Kinyongia_oxyrhina,1
Kinyongia_adolfifriderici,1
Kinyongia_excubitor,1
Kinyongia_carpenteri,1
Kinyongia_xenorhina,1
Kinyongia_uthmoelleri,1
Kinyongia_boehmei,1
Kinyongia_tavetana,1
Kinyongia_matschiei,1
Kinyongia_multituberculata,1
Kinyongia_fischeri,1
Kinyongia_vosseleri,1
Bradypodion_damaranum,2
Bradypodion_pumilum,2
Bradypodion_caffrum,2
Bradypodion_thamnobates,2
Bradypodion_melanocephalum,2
Bradypodion_transvaalense,2
Bradypodion_nemorale,2
Bradypodion_dracomontanum,2
Bradypodion_setaroi,2
Bradypodion_occidentale,2
Bradypodion_atromontanum,2
Bradypodion_gutturale,2
Bradypodion_taeniabronchum,2
Bradypodion_ventrale,2
Bradypodion_karrooicum,2
Calumma_gastrotaenia,1
Calumma_furcifer,1
Rieppeleon_kerstenii,1
Rieppeleon_brevicaudatus,1
Rieppeleon_brachyurus,1
Calumma_cucullatum,1
Calumma_crypticum,1
Calumma_tsaratananense,1
Calumma_brevicorne,1
Calumma_guibei,1
Calumma_hilleniusi,1
Calumma_malthe,1
Calumma_gallus,1
Calumma_fallax,1
Calumma_nasutum,1
Calumma_boettgeri,1
Nadzikambia_mlanjense,1
Rhampholeon_spectrum,1
Rhampholeon_temporalis,1
Rhampholeon_viridis,1
Rhampholeon_spinosus,1
Rhampholeon_marshalli,1
Rhampholeon_uluguruensis,1
Rhampholeon_moyeri,1
Rhampholeon_acuminatus,1
Rhampholeon_beraduccii,1
Rhampholeon_boulengeri,1
Rhampholeon_nchisiensis,1
Rhampholeon_chapmanorum,1
Rhampholeon_platyceps,1
Calumma_capuroni,1
Calumma_oshaughnessyi,1
Calumma_globifer,1
Calumma_parsonii,1
Chamaeleo_namaquensis,1
Chamaeleo_quilensis,1
Chamaeleo_dilepis,1
Chamaeleo_gracilis,1
Chamaeleo_monachus,1
Chamaeleo_zeylanicus,1
Chamaeleo_arabicus,1
Chamaeleo_calyptratus,1
Chamaeleo_africanus,1
Chamaeleo_chamaeleon,1
Chamaeleo_calcaricarens,1
Chamaeleo_affinis,2
Chamaeleo_wiedersheimi,1
Chamaeleo_pfefferi,1
Chamaeleo_quadricornis,1
Chamaeleo_feae,1
Chamaeleo_cristatus,1
Chamaeleo_montium,1
Chamaeleo_melleri,1
Chamaeleo_johnstoni,1
Chamaeleo_deremensis,1
Chamaeleo_tempeli,2
Chamaeleo_werneri,2
Chamaeleo_fuelleborni,2
Chamaeleo_bitaeniatus,2
Chamaeleo_jacksonii,2
Chamaeleo_schubotzi,2
Chamaeleo_hoehnelii,2
Chamaeleo_ellioti,2
Chamaeleo_sternfeldi,2
Chamaeleo_rudis,2
Uromastyx_hardwickii,1
Uromastyx_asmussi,1
Uromastyx_loricata,1
Uromastyx_princeps,1
Uromastyx_macfadyeni,1
Uromastyx_geyri,1
Uromastyx_dispar,1
Uromastyx_acanthinura,1
Uromastyx_thomasi,1
Uromastyx_leptieni,1
Uromastyx_aegyptia,1
Uromastyx_yemenensis,1
Uromastyx_benti,1
Uromastyx_ocellata,1
Uromastyx_ornata,1
Leiolepis_guentherpetersi,1
Leiolepis_guttata,1
Leiolepis_reevesii,1
Leiolepis_belliana,1
Hydrosaurus_amboinensis,1
Physignathus_cocincinus,1
Hypsilurus_spinipes,1
Hypsilurus_dilophus,1
Hypsilurus_boydii,1
Chelosania_brunnea,1
Moloch_horridus,1
Hypsilurus_modestus,1
Hypsilurus_papuensis,1
Hypsilurus_bruijnii,1
Hypsilurus_nigrigularis,1
Physignathus_lesueurii,1
Ctenophorus_maculosus,1
Ctenophorus_clayi,1
Ctenophorus_adelaidensis,1
Ctenophorus_salinarum,1
Ctenophorus_gibba,1
Ctenophorus_cristatus,1
Ctenophorus_reticulatus,1
Ctenophorus_nuchalis,1
Ctenophorus_rufescens,1
Ctenophorus_fionni,1
Ctenophorus_decresii,1
Ctenophorus_vadnappa,1
Ctenophorus_tjantjalka,1
Ctenophorus_ornatus,1
Ctenophorus_caudicinctus,1
Ctenophorus_isolepis,1
Ctenophorus_mckenziei,1
Ctenophorus_scutulatus,1
Ctenophorus_pictus,1
Ctenophorus_maculatus,1
Ctenophorus_femoralis,1
Ctenophorus_fordi,1
Lophognathus_longirostris,1
Lophognathus_temporalis,1
Chlamydosaurus_kingii,1
Lophognathus_gilberti,1
Amphibolurus_norrisi,1
Amphibolurus_muricatus,1
Tympanocryptis_uniformis,1
Tympanocryptis_tetraporophora,1
Tympanocryptis_intima,1
Tympanocryptis_cephalus,1
Tympanocryptis_lineata,1
Tympanocryptis_pinguicolla,1
Rankinia_diemensis,1
Pogona_nullarbor,1
Pogona_barbata,1
Pogona_vitticeps,1
Pogona_minor,1
Pogona_minima,1
Pogona_henrylawsoni,1
Diporiphora_superba,1
Diporiphora_australis,1
Caimanops_amphiboluroides,1
Amphibolurus_nobbi,1
Diporiphora_bennettii,1
Diporiphora_albilabris,1
