Species,Parity
Diporiphora_lalliae,1
Diporiphora_arnhemica,1
Diporiphora_winneckei,1
Diporiphora_linga,1
Diporiphora_reginae,1
Diporiphora_valens,1
Diporiphora_pindan,1
Diporiphora_bilineata,1
Diporiphora_magna,1
Laudakia_stellio,1
Laudakia_sacra,1
Laudakia_nupta,1
Laudakia_tuberculata,1
Laudakia_lehmanni,1
Laudakia_stoliczkana,1
Laudakia_himalayana,1
Laudakia_microlepis,1
Laudakia_erythrogastra,1
Laudakia_caucasia,1
Phrynocephalus_scutellatus,1
Phrynocephalus_interscapularis,1
Phrynocephalus_forsythii,2
Phrynocephalus_theobaldi,2
Phrynocephalus_putjatai,2
Phrynocephalus_lidskii,2
Phrynocephalus_vlangalii,2
Phrynocephalus_axillaris,1
Phrynocephalus_mystaceus,1
Phrynocephalus_helioscopus,1
Phrynocephalus_raddei,1
Phrynocephalus_przewalskii,1
Phrynocephalus_versicolor,1
Phrynocephalus_melanurus,1
Phrynocephalus_guttatus,1
Phrynocephalus_albolineatus,1
Pseudotrapelus_sinaitus,1
Xenagama_taylori,1
Acanthocercus_atricollis,1
Bufoniceps_laungwalaensis,1
Trapelus_sanguinolentus,1
Trapelus_mutabilis,1
Trapelus_agilis,1
Trapelus_savignii,1
Trapelus_flavimaculatus,1
Trapelus_pallidus,1
Trapelus_ruderatus,1
Agama_spinosa,1
Agama_boueti,1
Agama_castroviejoi,1
Agama_impalearis,1
Agama_boulengeri,1
Agama_insularis,1
Agama_weidholzi,1
Agama_gracilimembris,1
Agama_atra,1
Agama_anchietae,1
Agama_hispida,1
Agama_aculeata,1
Agama_armata,1
Agama_rueppelli,1
Agama_caudospinosa,1
Agama_lionotus,1
Agama_mwanzae,1
Agama_kaimosae,1
Agama_doriae,1
Agama_sankaranica,1
Agama_agama,1
Agama_finchi,1
Agama_paragama,1
Agama_planiceps,1
Mantheyus_phuwuanensis,1
Ptyctolaemus_collicristatus,1
Ptyctolaemus_gularis,1
Japalura_tricarinata,1
Japalura_variegata,1
Draco_dussumieri,1
Draco_lineatus,1
Draco_maculatus,1
Draco_cristatellus,1
Draco_fimbriatus,1
Draco_mindanensis,1
Draco_maximus,1
Draco_quinquefasciatus,1
Draco_blanfordii,1
Draco_obscurus,1
Draco_taeniopterus,1
Draco_melanopogon,1
Draco_indochinensis,1
Draco_haematopogon,1
Draco_beccarii,1
Draco_rhytisma,1
Draco_bourouniensis,1
Draco_spilonotus,1
Draco_biaro,1
Draco_caerulhians,1
Draco_bimaculatus,1
Draco_volans,1
Draco_boschmai,1
Draco_timorensis,1
Draco_cyanopterus,1
Draco_reticulatus,1
Draco_quadrasi,1
Draco_cornutus,1
Draco_guentheri,1
Draco_spilopterus,1
Draco_ornatus,1
Draco_palawanensis,1
Phoxophrys_nigrilabris,1
Gonocephalus_robinsonii,1
Japalura_polygonata,1
Coryphophylax_subcristatus,1
Aphaniotis_fusca,1
Bronchocela_cristatella,1
Gonocephalus_grandis,1
Gonocephalus_kuhlii,1
Gonocephalus_chamaeleontinus,1
Lyriocephalus_scutatus,1
Cophotis_ceylanica,2
Cophotis_dumbara,2
Ceratophora_aspera,1
Ceratophora_karu,1
Ceratophora_erdeleni,1
Ceratophora_stoddartii,1
Calotes_mystaceus,1
Calotes_emma,1
Calotes_chincollium,1
Calotes_htunwini,1
Calotes_calotes,1
Calotes_irawadi,1
Calotes_versicolor,1
Calotes_liolepis,1
Calotes_nigrilabris,1
Calotes_ceylonensis,1
Calotes_liocephalus,1
Salea_horsfieldii,1
Acanthosaura_crucigera,1
Acanthosaura_armata,1
Acanthosaura_lepidogaster,1
Acanthosaura_capra,1
Otocryptis_wiegmanni,1
Sitana_ponticeriana,1
Japalura_splendida,1
Japalura_flaviceps,1
Salea_kakhienensis,1
Pseudocalotes_flavigula,1
Pseudocalotes_brevipes,1
Stenocercus_ochoai,1
Stenocercus_formosus,1
Stenocercus_apurimacus,1
Stenocercus_scapularis,1
Stenocercus_roseiventris,1
Stenocercus_doellojuradoi,1
Stenocercus_azureus,1
Stenocercus_caducus,1
Stenocercus_limitaris,1
Stenocercus_percultus,1
Stenocercus_ornatus,1
Stenocercus_iridescens,1
Stenocercus_puyango,1
Stenocercus_rhodomelas,1
Stenocercus_angulifer,1
Stenocercus_chota,1
Stenocercus_festae,1
Stenocercus_angel,1
Stenocercus_guentheri,1
Stenocercus_humeralis,1
Stenocercus_marmoratus,1
Stenocercus_torquatus,1
Stenocercus_crassicaudatus,1
Stenocercus_varius,1
Stenocercus_imitator,1
Stenocercus_empetrus,1
Stenocercus_eunetopsis,1
Stenocercus_cupreus,1
Stenocercus_boettgeri,1
Stenocercus_ornatissimus,1
Stenocercus_chrysopygus,1
Stenocercus_stigmosus,1
Stenocercus_melanopygus,1
Stenocercus_latebrosus,1
Stenocercus_orientalis,1
Microlophus_thoracicus,1
Microlophus_theresiae,1
Microlophus_heterolepis,1
Microlophus_peruvianus,1
Microlophus_tigris,1
Microlophus_quadrivittatus,1
Microlophus_atacamensis,1
Microlophus_yanezi,1
Microlophus_theresioides,1
Microlophus_koepckeorum,1
Microlophus_occipitalis,1
Microlophus_habelii,1
Microlophus_bivittatus,1
Microlophus_stolzmanni,1
Microlophus_delanonis,1
Microlophus_grayii,1
Microlophus_pacificus,1
Microlophus_duncanensis,1
Microlophus_albemarlensis,1
Uranoscodon_superciliosus,1
Tropidurus_bogerti,1
Uracentron_flaviceps,1
Strobilurus_torquatus,1
Plica_umbra,1
Plica_plica,1
Plica_lumaria,1
Tropidurus_spinulosus,1
Tropidurus_callathelys,1
Eurolophosaurus_divaricatus,1
Eurolophosaurus_nanuzae,1
Eurolophosaurus_amathites,1
Tropidurus_hygomi,1
Tropidurus_montanus,1
Tropidurus_itambere,1
Tropidurus_psammonastes,1
Tropidurus_insulanus,1
Tropidurus_oreadicus,1
Tropidurus_torquatus,1
Tropidurus_hispidus,1
Tropidurus_erythrocephalus,1
Tropidurus_mucujensis,1
Tropidurus_etheridgei,1
Tropidurus_cocorobensis,1
Dipsosaurus_dorsalis,1
Brachylophus_vitiensis,1
Brachylophus_fasciatus,1
Iguana_delicatissima,1
Iguana_iguana,1
Sauromalus_ater,1
Sauromalus_klauberi,1
Sauromalus_varius,1
Sauromalus_hispidus,1
Cyclura_pinguis,1
Cyclura_cornuta,1
Cyclura_carinata,1
Cyclura_ricordi,1
Cyclura_collei,1
Cyclura_rileyi,1
Cyclura_cychlura,1
Cyclura_nubila,1
Amblyrhynchus_cristatus,1
Conolophus_pallidus,1
Conolophus_subcristatus,1
Ctenosaura_similis,1
Ctenosaura_hemilopha,1
Ctenosaura_pectinata,1
Ctenosaura_acanthura,1
Ctenosaura_melanosterna,1
Ctenosaura_bakeri,1
Ctenosaura_oedirhina,1
Ctenosaura_oaxacana,1
Ctenosaura_quinquecarinata,1
Ctenosaura_flavidorsalis,1
Ctenosaura_palearis,1
Leiocephalus_raviceps,1
Leiocephalus_carinatus,1
Leiocephalus_barahonensis,1
Leiocephalus_schreibersii,1
Leiocephalus_personatus,1
Leiocephalus_psammodromus,1
Gambelia_wislizenii,1
Gambelia_copeii,1
Gambelia_sila,1
Crotaphytus_reticulatus,1
Crotaphytus_antiquus,1
Crotaphytus_bicinctores,1
Crotaphytus_collaris,1
Crotaphytus_nebrius,1
Crotaphytus_vestigium,1
Crotaphytus_grismeri,1
Crotaphytus_insularis,1
Callisaurus_draconoides,1
Cophosaurus_texanus,1
Holbrookia_lacerata,1
Holbrookia_maculata,1
Holbrookia_propinqua,1
Uma_paraphygas,1
Uma_exsul,1
Uma_scoparia,1
Uma_notata,1
Uma_inornata,1
Phrynosoma_cornutum,1
Phrynosoma_solare,1
Phrynosoma_platyrhinos,1
Phrynosoma_mcallii,1
Phrynosoma_coronatum,1
Phrynosoma_blainvillii,1
Phrynosoma_wigginsi,1
Phrynosoma_cerroense,1
Phrynosoma_asio,1
Phrynosoma_taurus,2
Phrynosoma_braconnieri,2
Phrynosoma_modestum,1
Phrynosoma_orbiculare,2
Phrynosoma_ditmarsi,2
Phrynosoma_hernandesi,2
Phrynosoma_douglassii,2
Petrosaurus_mearnsi,1
Petrosaurus_thalassinus,1
Petrosaurus_repens,1
Uta_squamata,1
Uta_palmeri,1
Uta_stejnegeri,1
Uta_stansburiana,1
Urosaurus_bicarinatus,1
Urosaurus_gadovi,1
Urosaurus_nigricaudus,1
Urosaurus_lahtelai,1
Urosaurus_graciosus,1
Urosaurus_ornatus,1
Urosaurus_auriculatus,1
Urosaurus_clarionensis,1
Sceloporus_couchii,1
Sceloporus_parvus,1
Sceloporus_chrysostictus,1
Sceloporus_teapensis,1
Sceloporus_variabilis,1
Sceloporus_cozumelae,1
Sceloporus_angustus,1
Sceloporus_grandaevus,1
Sceloporus_utiformis,1
Sceloporus_carinatus,1
Sceloporus_siniferus,1
Sceloporus_squamosus,1
Sceloporus_merriami,1
Sceloporus_nelsoni,1
Sceloporus_pyrocephalus,1
Sceloporus_ochoterenae,1
Sceloporus_jalapae,1
Sceloporus_maculosus,1
Sceloporus_gadoviae,1
Sceloporus_vandenburgianus,1
Sceloporus_arenicolus,1
Sceloporus_graciosus,1
Sceloporus_licki,1
Sceloporus_hunsakeri,1
Sceloporus_orcutti,1
Sceloporus_magister,1
Sceloporus_zosteromus,1
Sceloporus_melanorhinus,1
Sceloporus_grammicus,2
Sceloporus_heterolepis,2
Sceloporus_palaciosi,2
Sceloporus_bicanthalis,2
Sceloporus_slevini,1
Sceloporus_scalaris,1
Sceloporus_chaneyi,1
Sceloporus_goldmani,2
Sceloporus_megalepidurus,2
Sceloporus_insignis,2
Sceloporus_jarrovii,2
Sceloporus_bulleri,2
Sceloporus_torquatus,2
Sceloporus_macdougalli,2
Sceloporus_mucronatus,2
Sceloporus_dugesii,2
Sceloporus_poinsettii,2
Sceloporus_ornatus,2
Sceloporus_cyanogenys,2
Sceloporus_serrifer,2
Sceloporus_clarkii,1
Sceloporus_olivaceus,1
Sceloporus_occidentalis,1
Sceloporus_virgatus,1
Sceloporus_cautus,1
Sceloporus_undulatus,1
Sceloporus_consobrinus,1
Sceloporus_woodi,1
Sceloporus_horridus,1
Sceloporus_spinosus,1
Sceloporus_edwardtaylori,1
Sceloporus_lundelli,1
Sceloporus_malachiticus,2
Sceloporus_smaragdinus,2
Sceloporus_formosus,2
Sceloporus_adleri,2
Sceloporus_stejnegeri,2
Polychrus_marmoratus,1
Polychrus_femoralis,1
Polychrus_acutirostris,1
Polychrus_gutturosus,1
Hoplocercus_spinosus,1
Morunasaurus_annularis,1
Enyalioides_heterolepis,1
Enyalioides_laticeps,1
Enyalioides_oshaughnessyi,1
Enyalioides_palpebralis,1
Enyalioides_praestabilis,1
Enyalioides_microlepis,1
Chalarodon_madagascariensis,1
Oplurus_cuvieri,1
Oplurus_cyclurus,1
Oplurus_quadrimaculatus,1
Oplurus_saxicola,1
Oplurus_fierinensis,1
Oplurus_grandidieri,1
Enyalius_bilineatus,1
Enyalius_leechii,1
Urostrophus_gallardoi,1
Urostrophus_vautieri,1
Anisolepis_longicauda,1
Diplolaemus_darwinii,1
Pristidactylus_scapulatus,1
Pristidactylus_torquatus,1
Leiosaurus_bellii,1
Leiosaurus_catamarcensis,1
Leiosaurus_paronae,1
Ctenoblepharys_adspersa,1
Phymaturus_indistinctus,2
Phymaturus_patagonicus,2
Phymaturus_somuncurensis,2
Phymaturus_dorsimaculatus,2
Phymaturus_palluma,2
Phymaturus_punae,2
Phymaturus_antofagastensis,2
Phymaturus_mallimaccii,2
Liolaemus_tenuis,1
Liolaemus_lemniscatus,1
Liolaemus_fuscus,1
Liolaemus_nigroviridis,2
Liolaemus_nitidus,1
Liolaemus_monticola,1
Liolaemus_zapallarensis,1
Liolaemus_atacamensis,1
Liolaemus_pseudolemniscatus,1
Liolaemus_nigromaculatus,1
Liolaemus_paulinae,2
Liolaemus_platei,1
Liolaemus_austromendocinus,2
Liolaemus_dicktracy,2
Liolaemus_umbrifer,2
Liolaemus_capillitas,2
Liolaemus_petrophilus,2
Liolaemus_ceii,2
Liolaemus_buergeri,2
Liolaemus_leopardinus,2
Liolaemus_elongatus,2
Liolaemus_kriegi,2
Liolaemus_coeruleus,1
Liolaemus_bellii,2
Liolaemus_schroederi,2
Liolaemus_gravenhorstii,2
Liolaemus_chiliensis,1
Liolaemus_cyanogaster,2
Liolaemus_pictus,2
Liolaemus_bibronii,1
Liolaemus_ramirezae,1
Liolaemus_yanalcu,1
Liolaemus_robertmertensi,1
Liolaemus_saxatilis,1
Liolaemus_gracilis,1
Liolaemus_pagaburoi,2
Liolaemus_bitaeniatus,1
Liolaemus_chaltin,1
Liolaemus_walkeri,2
Liolaemus_puna,2
Liolaemus_hatcheri,2
Liolaemus_lineomaculatus,2
Liolaemus_kolengh,2
Liolaemus_silvanae,2
Liolaemus_magellanicus,2
Liolaemus_somuncurae,2
Liolaemus_uptoni,2
Liolaemus_baguali,2
Liolaemus_escarchadosi,2
Liolaemus_tari,2
Liolaemus_kingii,2
Liolaemus_sarmientoi,2
Liolaemus_gallardoi,2
Liolaemus_scolaroi,2
Liolaemus_zullyi,2
Liolaemus_archeforus,2
Liolaemus_reichei,1
Liolaemus_orientalis,2
Liolaemus_huacahuasicus,2
Liolaemus_dorbignyi,2
Liolaemus_molinai,2
Liolaemus_andinus,2
Liolaemus_multicolor,2
Liolaemus_famatinae,2
Liolaemus_vallecurensis,2
Liolaemus_ruibali,2
Liolaemus_fabiani,2
Liolaemus_audituvelatus,2
Liolaemus_pseudoanomalus,1
Liolaemus_lutzae,1
Liolaemus_occipitalis,1
Liolaemus_scapularis,1
Liolaemus_wiegmannii,1
Liolaemus_azarai,1
Liolaemus_salinicola,1
Liolaemus_multimaculatus,1
Liolaemus_riojanus,1
Liolaemus_rothi,1
Liolaemus_boulengeri,1
Liolaemus_telsen,1
Liolaemus_donosobarrosi,1
Liolaemus_cuyanus,1
Liolaemus_melanops,1
Liolaemus_morenoi,1
Liolaemus_canqueli,1
Liolaemus_xanthoviridis,1
Liolaemus_fitzingerii,1
Liolaemus_uspallatensis,1
Liolaemus_chacoensis,1
Liolaemus_olongasta,1
Liolaemus_grosseorum,1
Liolaemus_laurenti,1
Liolaemus_darwinii,1
Liolaemus_koslowskyi,1
Liolaemus_espinozai,2
Liolaemus_quilmes,1
Liolaemus_abaucan,1
Liolaemus_crepuscularis,2
Liolaemus_albiceps,2
Liolaemus_irregularis,2
Liolaemus_calchaqui,1
Liolaemus_lavillai,2
Liolaemus_ornatus,2
Laemanctus_longipes,1
Corytophanes_cristatus,1
Corytophanes_percarinatus,2
Basiliscus_galeritus,1
Basiliscus_vittatus,1
Basiliscus_basiliscus,1
Basiliscus_plumifrons,1
Anolis_boettgeri,1
Anolis_bonairensis,1
Anolis_luciae,1
Anolis_griseus,1
Anolis_trinitatis,1
Anolis_richardii,1
Anolis_aeneus,1
Anolis_extremus,1
Anolis_roquet,1
Anolis_fitchi,1
Anolis_huilae,1
Anolis_ventrimaculatus,1
Anolis_gemmosus,1
Anolis_aequatorialis,1
Anolis_peraccae,1
Anolis_chloris,1
Anolis_festae,1
Anolis_euskalerriari,1
Anolis_nicefori,1
Anolis_heterodermus,1
Anolis_inderenae,1
Anolis_vanzolinii,1
Anolis_transversalis,1
Anolis_punctatus,1
Anolis_tigrinus,1
Anolis_anatoloros,1
Anolis_jacare,1
Anolis_neblininus,1
Anolis_calimae,1
Anolis_agassizi,1
Anolis_insignis,1
Anolis_microtus,1
Anolis_danieli,1
Anolis_chocorum,1
Anolis_fraseri,1
Anolis_maculigula,1
Anolis_casildae,1
Anolis_frenatus,1
Anolis_princeps,1
Anolis_vermiculatus,1
Anolis_bartschi,1
Anolis_occultus,1
Anolis_monticola,1
Anolis_darlingtoni,1
Anolis_bahorucoensis,1
Anolis_hendersoni,1
Anolis_dolichocephalus,1
Anolis_coelestinus,1
Anolis_chlorocyanus,1
Anolis_aliniger,1
Anolis_singularis,1
Anolis_noblei,1
Anolis_smallwoodi,1
Anolis_baracoae,1
Anolis_equestris,1
Anolis_luteogularis,1
Anolis_etheridgei,1
Anolis_insolitus,1
Anolis_fowleri,1
Anolis_barbouri,1
Anolis_olssoni,1
Anolis_alumina,1
Anolis_semilineatus,1
Anolis_argenteolus,1
Anolis_barbatus,1
Anolis_porcus,1
Anolis_guamuhaya,1
Anolis_chamaeleonides,1
Anolis_cuvieri,1
Anolis_christophei,1
Anolis_eugenegrahami,1
Anolis_ricordi,1
Anolis_barahonae,1
Anolis_baleatus,1
Anolis_marcanoi,1
Anolis_longitibialis,1
Anolis_strahmi,1
Anolis_haetianus,1
Anolis_shrevei,1
Anolis_armouri,1
Anolis_whitemani,1
Anolis_cybotes,1
Anolis_lucius,1
Anolis_clivicola,1
Anolis_rejectus,1
Anolis_cupeyalensis,1
Anolis_cyanopleurus,1
Anolis_alfaroi,1
Anolis_macilentus,1
Anolis_vanidicus,1
Anolis_alutaceus,1
Anolis_inexpectatus,1
Anolis_sheplani,1
Anolis_placidus,1
Anolis_alayoni,1
Anolis_angusticeps,1
Anolis_paternus,1
Anolis_guazuma,1
Anolis_garridoi,1
Anolis_loysiana,1
Anolis_pumilus,1
Anolis_argillaceus,1
Anolis_centralis,1
Anolis_isolepis,1
Anolis_oporinus,1
Anolis_porcatus,1
Anolis_carolinensis,1
Anolis_brunneus,1
Anolis_longiceps,1
Anolis_maynardi,1
Anolis_smaragdinus,1
Anolis_allisoni,1
Anolis_pogus,1
Anolis_wattsi,1
Anolis_leachii,1
Anolis_gingivinus,1
Anolis_bimaculatus,1
Anolis_terraealtae,1
Anolis_oculatus,1
Anolis_ferreus,1
Anolis_lividus,1
Anolis_nubilis,1
Anolis_marmoratus,1
Anolis_sabanus,1
Anolis_distichus,1
Anolis_websteri,1
Anolis_brevirostris,1
Anolis_caudalis,1
Anolis_marron,1
Anolis_acutus,1
Anolis_evermanni,1
Anolis_stratulus,1
Anolis_krugi,1
Anolis_pulchellus,1
Anolis_gundlachi,1
Anolis_poncensis,1
Anolis_cooki,1
Anolis_monensis,1
Anolis_scriptus,1
Anolis_ernestwilliamsi,1
Anolis_cristatellus,1
Anolis_desechensis,1
Anolis_imias,1
Anolis_rubribarbaris,1
Anolis_ahli,1
Anolis_allogus,1
Anolis_guafe,1
Anolis_confusus,1
Anolis_homolechis,1
Anolis_jubar,1
Anolis_mestrei,1
Anolis_ophiolepis,1
Anolis_sagrei,1
Anolis_bremeri,1
Anolis_quadriocellifer,1
Anolis_reconditus,1
Anolis_lineatopus,1
Anolis_valencienni,1
Anolis_opalinus,1
Anolis_garmani,1
Anolis_grahami,1
Anolis_conspersus,1
Anolis_auratus,1
Anolis_onca,1
Anolis_annectens,1
Anolis_lineatus,1
Anolis_meridionalis,1
Anolis_nitens,1
Anolis_chrysolepis,1
Anolis_bombiceps,1
Anolis_purpurgularis,1
Anolis_loveridgei,1
Anolis_utilensis,1
Anolis_sminthus,1
Anolis_crassulus,1
Anolis_uniformis,1
Anolis_polyrhachis,1
Anolis_bitectus,1
Anolis_biporcatus,1
Anolis_aquaticus,1
Anolis_woodi,1
Anolis_quercorum,1
Anolis_ortonii,1
Anolis_sericeus,1
Anolis_isthmicus,1
Anolis_intermedius,1
Anolis_laeviventris,1
Anolis_humilis,1
Anolis_pachypus,1
Anolis_altae,1
Anolis_fuscoauratus,1
Anolis_kemptoni,1
Anolis_polylepis,1
Anolis_cupreus,1
Anolis_tropidonotus,1
Anolis_capito,1
Anolis_ocelloscapularis,1
Anolis_carpenteri,1
Anolis_zeus,1
Anolis_limifrons,1
Anolis_lemurinus,1
Anolis_bicaorum,1
Anolis_lionotus,1
Anolis_oxylophus,1
Anolis_tropidogaster,1
Anolis_trachyderma,1
Anolis_poecilopus,1
Typhlophis_squamosus,1
Liotyphlops_albirostris,1
Leptotyphlops_bicolor,1
Leptotyphlops_septemstriatus,1
Leptotyphlops_albifrons,1
Leptotyphlops_columbi,1
Leptotyphlops_goudotii,1
Leptotyphlops_macrolepis,1
Leptotyphlops_humilis,1
Leptotyphlops_dulcis,1
Leptotyphlops_breuili,1
Leptotyphlops_carlae,1
Leptotyphlops_asbolepis,1
Leptotyphlops_leptipilepta,1
Leptotyphlops_pyrites,1
Leptotyphlops_occidentalis,1
Leptotyphlops_nigroterminus,1
Leptotyphlops_sylvicolus,1
Leptotyphlops_nigricans,1
Leptotyphlops_conjunctus,1
Leptotyphlops_scutifrons,1
Leptotyphlops_distanti,1
Leptotyphlops_longicaudus,1
Leptotyphlops_algeriensis,1
Leptotyphlops_boueti,1
Leptotyphlops_rouxestevae,1
Leptotyphlops_blanfordi,1
Leptotyphlops_adleri,1
Leptotyphlops_macrorhynchus,1
Typhlops_mirus,1
Typhlops_hedraeus,1
Xenotyphlops_grandidieri,1
Typhlops_reticulatus,1
Typhlops_brongersmianus,1
Typhlops_biminiensis,1
Typhlops_hectus,1
Typhlops_pusillus,1
Typhlops_syntherus,1
Typhlops_eperopeus,1
Typhlops_lumbricalis,1
Typhlops_titanops,1
Typhlops_schwartzi,1
Typhlops_sulcatus,1
Typhlops_rostellatus,1
Typhlops_capitulatus,1
Typhlops_jamaicensis,1
Typhlops_agoralionis,1
Typhlops_sylleptor,1
Typhlops_caymanensis,1
Typhlops_arator,1
Typhlops_contorhinus,1
Typhlops_anchaurus,1
Typhlops_notorachius,1
Typhlops_anousius,1
Typhlops_dominicanus,1
Typhlops_monastus,1
Typhlops_granti,1
Typhlops_hypomethes,1
Typhlops_platycephalus,1
Typhlops_catapontus,1
Typhlops_richardi,1
Rhinotyphlops_lalandei,1
Rhinotyphlops_newtoni,1
Rhinotyphlops_feae,1
Letheobia_obtusa,1
Typhlops_angolensis,1
Typhlops_elegans,1
Rhinotyphlops_schlegelii,1
Typhlops_bibronii,1
Typhlops_fornasinii,1
Typhlops_lineolatus,1
Typhlops_punctatus,1
Typhlops_congestus,1
Typhlops_vermicularis,1
Typhlops_arenarius,1
Typhlops_ruber,1
Typhlops_luzonensis,1
Ramphotyphlops_albiceps,1
Typhlops_pammeces,1
Typhlopidae_sp_Sri_Lanka,1
Ramphotyphlops_braminus,1
Acutotyphlops_kunuaensis,1
Acutotyphlops_subocularis,1
Ramphotyphlops_acuticauda,1
Ramphotyphlops_lineatus,1
Ramphotyphlops_polygrammicus,1
Austrotyphlops_diversus,1
Austrotyphlops_guentheri,1
Austrotyphlops_howi,1
Austrotyphlops_bituberculatus,1
Austrotyphlops_grypus,1
Austrotyphlops_leptosomus,1
Austrotyphlops_longissimus,1
Austrotyphlops_ammodytes,1
Austrotyphlops_unguirostris,1
Austrotyphlops_ligatus,1
Austrotyphlops_ganei,1
Austrotyphlops_troglodytes,1
Austrotyphlops_kimberleyensis,1
Ramphotyphlops_bicolor,1
Austrotyphlops_splendidus,1
Austrotyphlops_pinguis,1
Austrotyphlops_waitii,1
Austrotyphlops_australis,1
Austrotyphlops_endoterus,1
Austrotyphlops_pilbarensis,1
Austrotyphlops_hamatus,1
Anilius_scytale,2
Trachyboa_boulengeri,2
Trachyboa_gularis,2
Tropidophis_wrighti,2
Tropidophis_pardalis,2
Tropidophis_melanurus,2
Tropidophis_feicki,2
Tropidophis_haetianus,2
Tropidophis_greenwayi,2
Xenophidion_schaeferi,1
Casarea_dussumieri,1
Sanzinia_madagascariensis,2
Acrantophis_dumerili,2
Acrantophis_madagascariensis,2
Calabaria_reinhardtii,1
Lichanura_trivirgata,2
Charina_bottae,2
Ungaliophis_continentalis,2
Exiliboa_placata,2
Candoia_aspera,2
Candoia_bibroni,2
Candoia_carinata,2
Eryx_jayakari,1
Gongylophis_conicus,2
Gongylophis_colubrinus,2
Eryx_jaculus,2
Eryx_johnii,2
Eryx_elegans,2
Eryx_tataricus,2
Eryx_miliaris,2
Boa_constrictor,2
Corallus_hortulanus,2
Corallus_annulatus,2
Corallus_caninus,2
Epicrates_cenchria,2
Eunectes_notaeus,2
Eunectes_murinus,2
Epicrates_angulifer,2
Epicrates_monensis,2
Epicrates_inornatus,2
Epicrates_subflavus,2
Epicrates_fordi,2
Epicrates_chrysogaster,2
Epicrates_striatus,2
Epicrates_exsul,2
Anomochilus_leonardi,1
Cylindrophis_ruffus,2
Cylindrophis_maculatus,2
Melanophidium_punctatum,2
Brachyophidium_rhodogaster,2
Uropeltis_liura,2
Uropeltis_ceylanicus,2
Rhinophis_travancoricus,2
Uropeltis_phillipsi,2
Uropeltis_melanogaster,2
Rhinophis_drummondhayi,2
Rhinophis_philippinus,2
Rhinophis_dorsimaculatus,2
Rhinophis_oxyrhynchus,2
Pseudotyphlops_philippinus,2
Rhinophis_blythii,2
Rhinophis_homolepis,2
Xenopeltis_unicolor,1
Loxocemus_bicolor,1
Python_brongersmai,1
Python_molurus,1
Python_sebae,1
Python_curtus,1
Python_regius,1
Broghammerus_timoriensis,1
Broghammerus_reticulatus,1
Morelia_oenpelliensis,1
Morelia_amethistina,1
Morelia_boeleni,1
Aspidites_melanocephalus,1
Aspidites_ramsayi,1
Liasis_olivaceus,1
Apodora_papuana,1
Liasis_fuscus,1
Liasis_mackloti,1
Bothrochilus_boa,1
Leiopython_albertisii,1
Morelia_viridis,1
Morelia_carinata,1
Morelia_bredli,1
Morelia_spilota,1
Antaresia_maculosa,1
Antaresia_perthensis,1
Antaresia_childreni,1
Antaresia_stimsoni,1
Acrochordus_javanicus,2
Acrochordus_arafurae,2
Acrochordus_granulatus,2
Achalinus_rufescens,1
Achalinus_meiguensis,1
Xenodermus_javanicus,1
Stoliczkaia_borneensis,1
Asthenodipsas_vertebralis,1
Aplopeltura_boa,1
Pareas_monticola,1
Pareas_formosensis,1
Pareas_boulengeri,1
Pareas_macularius,1
Pareas_margaritophorus,1
Pareas_hamptoni,1
Pareas_nuchalis,1
Pareas_carinatus,1
Eristicophis_macmahoni,1
Pseudocerastes_fieldi,1
Pseudocerastes_persicus,1
Macrovipera_schweizeri,1
Macrovipera_lebetina,1
Vipera_xanthina,2
Vipera_raddei,2
Vipera_bornmuelleri,2
Vipera_wagneri,2
Vipera_albizona,2
Vipera_palaestinae,1
Daboia_russelii,2
Macrovipera_mauritanica,1
Macrovipera_deserti,1
Vipera_ammodytes,2
Vipera_aspis,2
Vipera_latastei,2
Vipera_seoanei,2
Vipera_nikolskii,2
Vipera_barani,2
Vipera_berus,2
Vipera_kaznakovi,2
Vipera_eriwanensis,2
Vipera_ursinii,2
Vipera_dinniki,2
Vipera_lotievi,2
Vipera_renardi,2
Proatheris_superciliaris,2
Cerastes_vipera,2
Cerastes_gasperettii,1
Cerastes_cerastes,1
Causus_resimus,1
Causus_defilippii,1
Causus_rhombeatus,1
Echis_jogeri,1
Echis_ocellatus,1
Echis_pyramidum,1
Echis_leucogaster,1
Echis_coloratus,1
Echis_omanensis,1
Atheris_barbouri,2
Atheris_ceratophora,2
Atheris_chlorechis,2
Atheris_desaixi,2
Atheris_nitschei,2
Atheris_squamigera,2
Atheris_hispida,2
Bitis_arietans,2
Bitis_worthingtoni,2
Bitis_gabonica,2
Bitis_nasicornis,2
Bitis_caudalis,2
Bitis_peringueyi,2
Bitis_xeropaga,2
Bitis_atropos,2
Bitis_rubida,2
Bitis_cornuta,2
Azemiops_feae,1
Deinagkistrodon_acutus,1
Tropidolaemus_wagleri,2
Calloselasma_rhodostoma,1
Hypnale_nepa,2
Hypnale_zara,2
Hypnale_hypnale,2
Trimeresurus_borneensis,1
Trimeresurus_puniceus,2
Trimeresurus_malabaricus,2
Trimeresurus_trigonocephalus,2
Trimeresurus_gramineus,2
Parias_hageni,1
Parias_malcolmi,1
Parias_flavomaculatus,1
Parias_sumatranus,1
Parias_schultzei,1
Himalayophis_tibetanus,2
Popeia_popeiorum,2
Viridovipera_medoensis,2
